Subj_idx,Stimulus,Response,Confidence,RT_dec,DotDiff,Accuracy
144,0,1,6,1.083,65,0
144,1,1,9,0.499,46,1
144,0,0,7,0.703,40,1
144,0,0,7,0.515,66,1
144,0,0,10,0.318,56,1
144,0,0,7,0.393,17,1
144,0,0,7,0.549,38,1
144,0,0,6,0.52,35,1
144,0,1,6,1.022,2,0
144,0,0,7,0.888,24,1
144,0,0,6,0.547,26,1
144,1,1,7,0.61,31,1
144,1,1,7,0.705,36,1
144,1,1,7,0.562,52,1
144,1,1,6,0.743,33,1
144,0,1,6,0.378,41,0
144,1,1,8,0.571,23,1
144,0,0,7,0.544,34,1
144,1,0,6,0.784,9,0
144,1,1,7,0.575,50,1
144,0,0,7,0.475,64,1
144,1,1,6,0.75,11,1
144,0,1,9,0.658,12,0
144,0,1,7,0.56,21,0
144,1,1,10,0.485,63,1
144,0,0,8,0.715,47,1
144,0,0,9,0.394,70,1
144,1,1,7,0.474,58,1
144,1,1,6,0.727,15,1
144,0,0,7,0.332,16,1
144,1,1,7,0.537,25,1
144,1,1,10,0.499,55,1
144,1,1,9,0.642,43,1
144,1,1,7,0.471,57,1
144,0,0,6,0.618,28,1
144,1,1,9,0.451,51,1
144,0,0,6,0.604,20,1
144,0,0,10,0.43,53,1
144,0,1,6,0.708,13,0
144,0,0,7,0.416,68,1
144,1,1,9,0.419,57,1
144,1,1,6,0.577,33,1
144,0,0,6,0.573,21,1
144,1,0,7,0.459,1,0
144,0,1,6,0.577,12,0
144,0,0,8,0.433,46,1
144,0,0,7,0.47,29,1
144,0,0,6,0.756,22,1
144,0,1,6,0.705,5,0
144,0,0,7,0.401,4,1
144,0,0,6,0.427,34,1
144,0,0,7,0.446,56,1
144,0,0,6,0.66,7,1
144,1,0,6,0.823,24,0
144,1,1,7,0.522,44,1
144,1,1,7,0.521,62,1
144,1,0,7,0.726,26,0
144,0,0,7,0.487,65,1
144,1,1,9,0.457,54,1
144,0,0,6,0.485,51,1
144,1,1,7,0.458,45,1
144,1,1,7,0.509,11,1
144,0,0,6,0.629,3,1
144,1,1,6,0.522,20,1
144,0,0,7,0.433,55,1
144,0,0,6,0.614,61,1
144,1,1,7,0.465,42,1
144,0,0,6,0.646,23,1
144,0,0,7,0.603,19,1
144,1,1,6,0.542,32,1
144,1,1,7,0.544,39,1
144,0,0,7,0.484,50,1
144,1,1,7,0.692,52,1
144,1,0,6,0.609,16,0
144,1,1,7,0.456,59,1
144,1,1,7,0.472,28,1
144,0,0,6,0.671,17,1
144,1,1,9,0.401,67,1
144,0,0,9,0.42,70,1
144,0,0,8,0.384,53,1
144,0,0,8,0.346,49,1
144,0,0,7,0.358,64,1
144,1,1,6,1.276,43,1
144,1,1,8,0.673,48,1
144,0,0,7,0.441,30,1
144,1,1,6,0.858,14,1
144,0,0,6,0.569,13,1
144,0,0,6,0.562,58,1
144,0,1,6,0.857,6,0
144,0,0,7,0.462,27,1
144,0,0,7,0.402,68,1
144,0,0,6,0.53,10,1
144,0,1,6,0.729,36,0
144,0,0,7,0.381,31,1
144,0,0,8,0.448,66,1
144,1,1,7,0.455,40,1
144,1,0,6,0.498,2,0
144,1,1,8,0.424,60,1
144,1,1,7,0.463,47,1
144,0,0,6,0.56,15,1
144,1,0,6,0.64,35,0
144,0,0,7,0.582,37,1
144,1,1,6,0.592,69,1
144,1,0,6,0.433,8,0
144,0,1,7,0.483,9,0
144,1,1,7,0.544,41,1
144,0,0,7,0.415,18,1
144,0,0,6,0.918,38,1
144,1,1,7,0.723,63,1
144,0,0,6,0.507,25,1
145,1,1,5,0.726,4,1
145,1,1,5,1.87,49,1
145,1,1,7,1.181,62,1
145,0,1,3,2.346,13,0
145,0,0,8,1.375,59,1
145,1,1,9,0.75,23,1
145,0,1,9,0.632,65,0
145,0,1,9,0.575,5,0
145,0,0,7,0.841,42,1
145,0,1,9,0.549,22,0
145,1,1,7,0.683,55,1
145,0,1,8,0.659,41,0
145,1,1,9,0.706,10,1
145,0,0,5,1.221,20,1
145,1,1,7,0.557,26,1
145,0,0,7,0.53,56,1
145,1,1,10,0.476,57,1
145,0,0,8,0.586,53,1
145,1,1,10,0.411,64,1
145,1,1,7,0.548,31,1
145,1,1,8,0.444,36,1
145,0,0,9,0.454,58,1
145,0,0,5,0.628,33,1
145,1,1,9,0.515,2,1
145,1,1,9,0.566,15,1
145,0,1,5,0.772,1,0
145,1,1,9,0.42,30,1
145,1,1,8,0.457,16,1
145,0,0,9,0.705,27,1
145,1,1,3,1.599,9,1
145,0,0,9,0.365,8,1
145,1,1,10,0.468,70,1
145,0,1,9,0.502,46,0
145,1,1,8,0.44,39,1
145,0,0,8,0.564,48,1
145,0,0,10,0.512,61,1
145,0,1,3,1.368,24,0
145,1,0,7,0.63,12,0
145,1,0,7,0.523,7,0
145,1,1,7,0.653,37,1
145,1,1,9,0.495,28,1
145,1,1,11,0.355,60,1
145,1,1,7,0.452,43,1
145,1,0,5,0.496,21,0
145,1,1,9,0.427,52,1
145,0,1,7,0.588,45,0
145,0,1,9,0.443,6,0
145,1,1,10,0.466,67,1
145,0,0,9,0.468,50,1
145,0,1,8,0.517,40,0
145,0,0,9,0.507,11,1
145,0,0,6,0.496,47,1
145,1,1,9,0.629,51,1
145,0,0,9,0.491,69,1
145,1,0,5,0.514,3,0
145,0,0,7,0.409,32,1
145,1,1,9,0.365,68,1
145,0,1,5,0.493,14,0
145,1,1,8,0.44,29,1
145,0,0,10,0.298,66,1
145,1,1,8,0.39,35,1
145,1,1,9,0.414,54,1
145,1,1,9,0.659,18,1
145,0,0,5,0.444,19,1
145,0,0,9,0.434,63,1
145,1,1,4,0.464,34,1
145,1,0,4,0.458,38,0
145,0,0,9,0.521,44,1
145,1,1,8,0.464,25,1
145,1,0,7,0.612,17,0
145,0,0,7,0.45,43,1
145,1,1,5,0.832,15,1
145,0,0,7,0.391,51,1
145,1,1,7,0.379,22,1
145,0,0,7,0.248,49,1
145,1,0,9,0.463,2,0
145,0,0,7,0.537,42,1
145,0,1,5,0.404,36,0
145,0,0,7,0.441,63,1
145,1,1,9,0.449,64,1
145,1,1,9,0.702,24,1
145,1,1,8,0.437,28,1
145,1,1,10,0.419,48,1
145,1,1,8,0.5,21,1
145,1,1,7,0.366,7,1
145,1,1,8,0.388,5,1
145,1,0,5,0.468,17,0
145,0,0,7,0.452,23,1
145,0,0,5,0.582,40,1
145,1,1,7,0.404,18,1
145,0,0,5,0.599,27,1
145,0,1,8,0.372,4,0
145,0,0,7,0.54,50,1
145,0,0,9,0.459,30,1
145,1,1,9,0.332,52,1
145,0,0,8,0.364,11,1
145,1,1,11,0.345,66,1
145,0,1,7,0.615,32,0
145,1,1,10,0.417,67,1
145,0,0,10,0.412,20,1
145,1,1,10,0.401,62,1
145,0,0,9,0.651,68,1
145,1,1,11,0.345,60,1
145,1,1,8,0.414,6,1
145,1,1,10,0.293,29,1
145,0,0,10,0.318,70,1
145,0,0,8,0.314,56,1
145,1,1,10,0.384,58,1
145,1,1,10,0.248,31,1
145,0,0,8,0.373,44,1
145,1,1,7,0.329,46,1
145,1,1,5,0.522,26,1
145,0,0,9,0.419,47,1
145,1,1,7,0.304,12,1
145,0,1,5,0.396,35,0
145,1,1,10,0.303,59,1
145,0,0,5,0.487,61,1
145,1,1,10,0.428,53,1
145,0,0,7,0.513,41,1
145,0,0,5,0.436,13,1
145,0,1,8,0.445,9,0
145,1,1,5,0.742,55,1
145,1,1,7,0.422,14,1
145,1,0,5,0.51,16,0
145,1,1,9,0.417,34,1
145,1,1,5,0.583,69,1
145,1,1,7,0.426,10,1
145,1,1,8,0.362,54,1
145,1,1,8,0.542,45,1
145,0,0,7,0.449,57,1
145,0,0,7,0.445,65,1
145,1,1,5,0.5,39,1
145,0,0,9,0.471,1,1
145,0,0,8,0.553,25,1
145,0,1,9,0.463,8,0
145,0,1,7,0.424,3,0
145,1,1,9,0.472,19,1
145,0,1,7,0.619,37,0
145,1,0,7,0.556,33,0
145,0,0,7,0.392,38,1
145,1,1,7,0.566,15,1
145,0,0,5,0.45,2,1
145,1,1,7,0.426,14,1
145,0,0,7,0.392,34,1
145,1,1,8,0.327,62,1
145,1,0,7,0.47,31,0
145,1,0,8,0.435,6,0
145,0,0,7,0.539,38,1
145,0,1,4,0.696,35,0
145,1,1,7,0.531,39,1
145,1,0,7,1.006,5,0
145,0,0,7,0.444,69,1
145,1,1,8,0.525,28,1
145,1,1,8,0.458,8,1
145,0,0,9,0.339,53,1
145,1,0,7,0.519,7,0
145,0,0,8,0.37,55,1
145,1,1,9,0.321,42,1
145,0,0,7,0.313,54,1
145,1,1,8,0.293,67,1
145,0,0,8,0.444,49,1
145,0,0,8,0.29,59,1
145,0,0,7,0.296,25,1
145,1,1,8,0.42,30,1
145,1,1,8,0.299,68,1
145,1,1,9,0.487,52,1
145,1,1,5,0.54,26,1
145,1,0,8,0.405,20,0
145,1,1,9,0.615,56,1
145,1,1,9,0.368,70,1
145,1,1,9,0.418,65,1
145,0,0,9,0.245,58,1
145,0,0,7,0.542,16,1
145,1,0,8,0.322,17,0
145,0,0,7,0.246,4,1
145,0,0,7,0.358,29,1
145,0,1,4,0.539,24,0
145,0,0,7,0.27,47,1
145,1,1,7,0.41,3,1
145,0,0,5,0.564,46,1
145,1,1,9,0.379,43,1
145,0,0,10,0.383,48,1
145,1,0,9,0.426,1,0
145,0,1,9,0.493,33,0
145,1,1,4,0.594,13,1
145,0,0,8,0.316,41,1
145,1,1,9,0.364,37,1
145,1,1,9,0.401,27,1
145,1,1,9,0.348,60,1
145,0,0,10,0.32,57,1
145,0,0,10,0.289,45,1
145,1,1,9,0.388,63,1
145,1,1,7,0.442,10,1
145,0,0,9,0.307,64,1
145,1,0,5,0.559,19,0
145,1,1,9,0.355,61,1
145,0,1,7,0.515,9,0
145,1,1,9,0.419,22,1
145,0,0,6,0.314,11,1
145,1,1,7,0.452,44,1
145,0,0,5,0.591,66,1
145,1,1,8,0.423,51,1
145,0,0,7,0.379,40,1
145,0,0,10,0.39,50,1
145,0,0,8,0.341,32,1
145,1,1,7,0.384,18,1
145,1,1,7,0.454,21,1
145,1,0,7,0.363,23,0
145,1,1,7,0.375,36,1
145,1,0,8,0.233,12,0
146,1,1,8,1.122,46,1
146,0,0,9,0.85,50,1
146,1,0,5,2.107,67,0
146,1,1,7,1.738,63,1
146,1,1,8,1.242,22,1
146,0,0,7,0.984,15,1
146,1,1,7,0.866,42,1
146,0,0,7,0.972,13,1
146,0,0,8,0.825,5,1
146,0,0,7,0.825,54,1
146,1,1,7,0.322,52,1
146,0,0,7,0.917,45,1
146,0,0,7,0.605,21,1
146,0,1,7,0.274,4,0
146,1,0,7,0.48,27,0
146,0,0,7,0.516,31,1
146,1,1,7,0.608,30,1
146,1,0,7,0.283,37,0
146,0,0,7,0.553,57,1
146,1,1,6,0.73,65,1
146,0,0,7,1.434,56,1
146,0,0,7,0.686,43,1
146,1,0,7,0.206,1,0
146,1,0,7,0.274,33,0
146,1,1,7,0.319,41,1
146,0,0,7,0.27,12,1
146,0,0,7,0.426,19,1
146,1,1,7,0.117,47,1
146,1,0,7,0.907,51,0
146,1,1,7,0.448,59,1
146,0,0,7,0.472,16,1
146,1,1,7,0.138,36,1
146,1,1,7,0.466,18,1
146,0,1,7,0.309,14,0
146,0,0,7,0.472,26,1
146,0,1,7,0.271,70,0
146,1,1,7,0.594,60,1
146,1,1,8,0.308,66,1
146,1,1,7,0.295,11,1
146,0,0,7,0.244,29,1
146,0,0,7,1.445,48,1
146,0,1,7,0.539,38,0
146,1,0,7,0.687,28,0
146,0,0,7,0.643,7,1
146,1,0,7,0.616,9,0
146,1,1,7,0.495,20,1
146,1,0,7,1.838,32,0
146,0,1,7,0.638,61,0
146,1,1,7,0.475,55,1
146,0,0,7,0.578,53,1
146,0,1,7,0.544,49,0
146,0,0,7,0.515,35,1
146,1,1,7,0.276,58,1
146,0,0,7,0.46,62,1
146,0,1,7,0.647,64,0
146,0,1,7,0.561,17,0
146,1,1,7,0.715,8,1
146,0,1,7,0.24,40,0
146,1,0,7,0.71,10,0
146,1,0,7,0.577,2,0
146,0,0,7,0.428,69,1
146,1,0,7,0.354,44,0
146,0,0,7,0.404,34,1
146,0,0,7,0.422,25,1
146,1,0,7,0.547,39,0
146,1,0,7,0.366,3,0
146,1,0,7,0.946,6,0
146,0,0,7,0.638,24,1
146,0,0,7,0.818,68,1
146,1,1,7,0.641,23,1
146,1,0,7,0.504,42,0
146,1,1,7,0.635,29,1
146,0,0,7,0.449,46,1
146,1,1,7,0.623,25,1
146,1,1,7,0.7,49,1
146,0,0,7,0.802,37,1
146,0,1,7,0.322,68,0
146,0,0,7,0.586,41,1
146,1,1,7,0.435,70,1
146,1,1,7,0.485,69,1
146,1,1,7,0.424,67,1
146,0,0,7,0.434,50,1
146,0,0,7,0.538,35,1
146,0,0,7,0.363,53,1
146,1,1,7,0.777,31,1
146,0,0,7,0.503,48,1
146,1,0,7,0.634,11,0
146,1,0,7,1.159,18,0
146,1,1,7,0.636,39,1
146,0,0,7,0.935,21,1
146,1,1,7,0.479,56,1
146,0,0,7,0.44,43,1
146,0,1,7,0.279,14,0
146,0,0,7,0.659,9,1
146,1,0,7,0.507,38,0
146,0,0,7,0.843,27,1
146,0,0,7,0.496,23,1
146,0,0,7,0.387,13,1
146,1,1,8,0.525,58,1
146,0,0,7,0.409,33,1
146,1,1,7,0.564,63,1
146,1,1,7,0.901,24,1
146,0,0,7,0.282,64,1
146,1,1,7,0.378,65,1
146,0,0,8,0.492,66,1
146,0,1,7,0.379,12,0
146,1,1,7,0.225,20,1
146,1,1,7,0.463,2,1
146,1,1,7,0.499,16,1
146,0,1,7,0.422,22,0
146,0,1,7,0.626,7,0
146,1,0,7,0.506,36,0
146,1,1,7,0.367,26,1
146,1,0,7,0.691,1,0
146,0,0,7,0.351,61,1
146,1,1,7,0.381,8,1
146,1,1,7,0.311,44,1
146,0,0,7,0.654,60,1
146,0,0,7,0.542,45,1
146,0,0,7,0.312,55,1
146,1,0,7,0.601,17,0
146,1,0,7,0.351,40,0
146,1,0,7,0.354,3,0
146,0,0,7,0.461,47,1
146,0,0,7,0.414,32,1
146,0,0,7,0.521,10,1
146,1,0,7,0.445,30,0
146,0,0,6,0.274,34,1
146,1,1,7,0.477,52,1
146,1,0,6,0.638,28,0
146,1,0,7,0.566,51,0
146,0,0,7,0.396,57,1
146,1,0,7,0.512,4,0
146,0,0,7,0.413,62,1
146,0,0,7,0.316,6,1
146,0,0,7,0.239,59,1
146,1,0,7,0.423,5,0
146,0,0,7,0.425,15,1
146,0,0,7,0.008,54,1
146,0,0,7,0.295,19,1
146,1,0,7,0.316,1,0
146,0,0,7,0.579,5,1
146,1,1,7,0.761,48,1
146,1,0,7,0.368,13,0
146,0,0,7,0.432,68,1
146,1,1,7,0.261,47,1
146,0,0,7,0.341,61,1
146,0,0,7,0.347,18,1
146,1,1,7,0.346,30,1
146,1,1,7,0.468,4,1
146,1,0,7,0.517,3,0
146,0,0,7,0.279,25,1
146,0,0,7,0.529,52,1
146,1,1,9,0.496,49,1
146,1,1,7,0.899,28,1
146,1,1,8,0.517,58,1
146,0,1,8,0.491,37,0
146,1,1,8,0.47,36,1
146,1,1,8,0.443,29,1
146,0,1,8,0.409,15,0
146,0,0,8,1.626,57,1
146,0,0,7,0.767,16,1
146,1,1,8,0.375,12,1
146,1,0,8,0.6,11,0
146,1,1,8,0.307,45,1
146,0,0,8,0.567,66,1
146,0,1,8,0.329,35,0
146,0,0,7,0.543,14,1
146,1,0,7,0.6,40,0
146,0,0,8,0.545,34,1
146,1,1,8,0.492,27,1
146,1,1,8,0.535,67,1
146,1,0,8,0.421,10,0
146,0,0,8,0.373,55,1
146,1,1,9,0.503,9,1
146,0,0,8,0.399,19,1
146,0,1,8,0.222,6,0
146,0,0,7,0.434,39,1
146,1,1,8,0.284,43,1
146,0,0,7,0.5,20,1
146,0,1,8,0.479,2,0
146,0,1,9,0.504,21,0
146,1,1,8,0.607,8,1
146,0,0,8,0.512,33,1
146,1,1,8,0.381,24,1
146,1,1,8,0.388,63,1
146,0,1,8,0.547,44,0
146,1,0,8,0.488,32,0
146,0,0,8,0.339,50,1
146,0,0,8,0.269,54,1
146,1,1,8,0.408,7,1
146,1,1,8,0.448,56,1
146,1,1,8,0.48,62,1
146,0,0,8,0.681,65,1
146,0,0,8,0.313,70,1
146,1,1,9,0.436,69,1
146,1,1,9,0.906,38,1
146,1,1,9,0.493,42,1
146,0,0,9,0.51,60,1
146,1,1,9,0.514,59,1
146,1,1,9,0.481,51,1
146,0,0,9,0.455,64,1
146,0,0,9,0.467,46,1
146,0,0,9,0.323,22,1
146,1,1,9,0.442,17,1
146,1,1,9,0.283,53,1
146,1,1,8,0.748,26,1
146,0,0,8,0.486,23,1
146,0,0,8,0.374,31,1
146,0,0,8,0.277,41,1
147,1,0,7,1.15,39,0
147,1,0,7,1.29,11,0
147,0,0,9,1.563,49,1
147,1,0,8,1.81,16,0
147,0,0,11,2.051,3,1
147,1,1,5,2.316,20,1
147,0,0,9,1.342,35,1
147,1,0,7,1.896,46,0
147,0,0,10,1.156,1,1
147,1,0,9,2.206,19,0
147,1,1,5,3.62,15,1
147,0,0,9,1.632,30,1
147,1,0,7,2.623,51,0
147,1,0,8,1.91,37,0
147,1,1,7,1.858,58,1
147,0,0,9,1.15,23,1
147,1,0,8,1.422,66,0
147,0,0,8,1.38,8,1
147,1,1,5,1.438,5,1
147,0,0,9,0.961,22,1
147,1,0,7,0.908,12,0
147,0,0,10,1.004,50,1
147,0,0,8,3.72,36,1
147,0,0,7,1.388,7,1
147,1,1,7,1.556,56,1
147,1,0,7,1.735,38,0
147,1,1,5,1.264,57,1
147,1,0,9,1.201,2,0
147,0,0,4,1.17,34,1
147,0,0,10,3.031,40,1
147,1,0,8,1.274,6,0
147,1,1,7,0.986,60,1
147,0,0,8,1.779,52,1
147,1,0,10,1.584,29,0
147,0,1,5,1.469,17,0
147,1,0,10,2.907,42,0
147,1,1,8,1.361,47,1
147,0,0,9,0.995,32,1
147,1,1,9,1,63,1
147,0,0,10,1.316,53,1
147,0,0,10,0.931,14,1
147,0,1,8,1.41,10,0
147,1,0,9,2.308,24,0
147,1,1,7,2.78,28,1
147,0,0,9,0.849,41,1
147,1,0,7,1.246,64,0
147,0,1,7,1.105,21,0
147,1,1,9,2.191,54,1
147,0,0,10,1.076,44,1
147,1,0,9,1.811,55,0
147,0,0,10,0.937,67,1
147,1,0,9,1.22,61,0
147,1,1,10,0.815,43,1
147,0,0,10,0.922,45,1
147,1,1,5,1.089,69,1
147,1,0,8,1.094,18,0
147,1,1,9,0.807,70,1
147,0,1,3,37.905,65,0
147,1,0,9,0.984,27,0
147,0,0,9,2.531,59,1
147,1,0,9,1.434,68,0
147,0,1,5,2.581,26,0
147,1,0,8,0.956,13,0
147,0,0,10,0.869,62,1
147,0,0,8,2.002,48,1
147,0,1,10,1.119,9,0
147,1,0,5,2.683,31,0
147,1,1,8,1.149,25,1
147,1,1,9,2.653,33,1
147,1,0,8,1.02,4,0
147,0,0,10,1.113,68,1
147,0,1,4,2.579,57,0
147,1,1,9,1.101,43,1
147,1,1,9,1.559,28,1
147,0,0,10,0.957,47,1
147,1,1,9,1.114,33,1
147,0,0,7,1.125,9,1
147,1,0,9,0.852,25,0
147,1,1,7,0.92,56,1
147,0,0,9,0.989,65,1
147,1,0,9,1.283,60,0
147,0,0,11,0.711,8,1
147,0,0,8,1.1,27,1
147,0,0,8,1.617,4,1
147,1,1,7,2.678,18,1
147,1,1,9,1.046,42,1
147,0,0,10,1.821,64,1
147,1,0,9,1.059,16,0
147,0,0,9,3.515,22,1
147,1,0,8,2.698,31,0
147,0,0,7,2.125,44,1
147,1,1,7,1.255,13,1
147,0,0,9,2.695,17,1
147,1,1,7,0.899,36,1
147,1,1,8,0.925,63,1
147,0,0,9,2.703,58,1
147,1,0,11,1.23,3,0
147,1,1,7,1.122,54,1
147,1,1,7,2.723,50,1
147,0,1,9,1.948,6,0
147,1,1,8,1.166,10,1
147,0,0,10,2.681,61,1
147,1,1,7,1.065,39,1
147,0,0,9,0.966,51,1
147,1,1,10,0.876,40,1
147,0,0,9,0.953,7,1
147,0,0,9,2.671,66,1
147,0,0,8,0.956,21,1
147,1,1,6,2.708,29,1
147,1,1,7,1.073,59,1
147,1,1,6,1.747,14,1
147,1,0,9,1.202,15,0
147,0,0,10,2.642,69,1
147,0,0,9,0.996,34,1
147,1,1,7,3.544,45,1
147,1,0,9,1.159,41,0
147,0,0,9,0.833,49,1
147,1,0,6,3.818,11,0
147,0,0,9,0.926,32,1
147,1,1,5,1.994,70,1
147,1,0,7,2.507,30,0
147,0,0,10,0.742,38,1
147,1,1,7,2.618,52,1
147,0,0,9,0.935,37,1
147,0,1,6,1.091,23,0
147,0,0,10,0.883,55,1
147,1,1,5,1.851,48,1
147,1,0,5,1.078,53,0
147,0,0,9,2.325,12,1
147,1,0,7,1.425,62,0
147,0,0,9,0.758,19,1
147,1,1,7,1.438,67,1
147,0,0,10,0.92,20,1
147,1,1,5,1.322,2,1
147,0,0,8,0.616,24,1
147,1,0,9,2.403,46,0
147,1,0,6,1.572,5,0
147,0,0,9,0.842,26,1
147,1,1,7,1.325,35,1
147,1,1,9,0.849,1,1
147,1,0,9,0.653,19,0
147,0,0,10,0.612,59,1
147,1,1,7,0.934,18,1
147,0,0,10,3.815,65,1
147,1,1,7,0.994,37,1
147,0,0,9,0.741,55,1
147,1,1,9,0.874,48,1
147,0,0,10,0.559,41,1
147,0,0,7,1.306,39,1
147,0,0,6,2.174,5,1
147,1,1,8,1.667,67,1
147,1,0,8,0.935,13,0
147,1,1,5,2.593,35,1
147,1,0,8,0.951,63,0
147,0,1,9,0.891,25,0
147,0,0,10,0.741,45,1
147,1,1,7,0.831,28,1
147,1,0,8,1.2,16,0
147,0,0,10,0.585,34,1
147,1,1,7,2.549,33,1
147,0,0,8,1.239,4,1
147,1,1,10,1.115,64,1
147,1,0,7,2.652,14,0
147,0,1,7,2.06,36,0
147,1,1,9,0.955,69,1
147,0,1,8,2.6,6,0
147,0,1,8,0.923,61,0
147,0,1,6,1.435,1,0
147,1,1,9,0.662,40,1
147,1,1,9,0.631,49,1
147,0,1,8,0.675,43,0
147,1,1,9,1.749,47,1
147,0,1,9,1.072,3,0
147,1,1,8,1.463,21,1
147,0,0,9,1.136,44,1
147,1,0,9,2.579,32,0
147,0,0,10,0.644,51,1
147,1,1,6,1.339,56,1
147,1,0,9,0.788,52,0
147,0,0,9,2.646,29,1
147,1,1,6,0.748,46,1
147,1,0,9,0.729,26,0
147,1,1,6,2.645,8,1
147,0,0,10,0.677,17,1
147,1,1,5,1.238,30,1
147,0,0,9,0.835,38,1
147,1,0,8,2.627,27,0
147,0,0,7,1.117,24,1
147,1,1,7,1.565,15,1
147,0,0,9,0.621,31,1
147,0,0,10,2.567,50,1
147,0,0,10,0.58,70,1
147,1,1,10,1.753,66,1
147,1,1,8,0.987,53,1
147,1,1,8,1.93,11,1
147,1,1,8,0.719,60,1
147,0,0,8,2.612,7,1
147,0,0,10,0.666,42,1
147,1,1,8,0.884,62,1
147,1,0,9,0.959,2,0
147,0,1,7,2.628,10,0
147,1,1,8,2.247,68,1
147,0,0,7,0.587,57,1
147,1,1,8,2.003,9,1
147,1,1,8,0.904,12,1
147,0,0,10,0.478,20,1
147,1,1,8,1.121,22,1
147,0,0,8,0.935,54,1
147,0,0,7,2.59,23,1
147,0,0,10,0.956,58,1
148,1,1,9,0.839,69,1
148,0,0,10,0.727,31,1
148,1,0,9,1.121,2,0
148,0,0,7,0.7,21,1
148,0,0,11,0.6,60,1
148,1,0,7,1.13,1,0
148,0,0,7,1.064,3,1
148,1,1,11,0.529,7,1
148,0,0,9,0.625,20,1
148,0,0,5,0.243,66,1
148,1,1,11,1.009,59,1
148,0,1,11,0.682,10,0
148,0,0,11,0.49,16,1
148,0,0,11,0.447,39,1
148,1,1,11,0.419,27,1
148,1,1,10,0.588,14,1
148,1,0,8,1.609,15,0
148,0,0,11,0.898,45,1
148,1,1,11,0.7,42,1
148,1,1,7,1.035,29,1
148,0,0,7,0.866,40,1
148,1,1,9,0.898,70,1
148,1,0,9,0.793,32,0
148,0,1,5,2.29,6,0
148,1,1,11,0.883,54,1
148,1,1,11,0.683,44,1
148,1,0,8,0.828,57,0
148,0,0,11,0.702,23,1
148,0,1,8,1.082,38,0
148,1,0,4,1.308,19,0
148,1,1,11,0.723,49,1
148,1,0,8,0.619,9,0
148,0,0,7,1.819,4,1
148,1,1,9,1.107,22,1
148,0,0,11,0.54,52,1
148,1,1,11,0.635,30,1
148,1,1,11,0.411,41,1
148,0,0,11,0.524,24,1
148,0,0,11,0.444,36,1
148,0,0,11,0.443,11,1
148,1,1,11,0.428,61,1
148,0,1,11,0.707,8,0
148,1,1,9,0.414,18,1
148,0,0,11,0.365,58,1
148,1,1,11,0.38,65,1
148,0,0,8,0.612,17,1
148,0,0,11,0.532,13,1
148,1,1,1,0.835,5,1
148,0,0,11,0.338,25,1
148,1,1,11,0.387,68,1
148,0,0,11,0.57,26,1
148,0,0,11,0.348,67,1
148,1,1,11,0.568,37,1
148,0,0,11,0.42,56,1
148,0,0,9,0.764,12,1
148,0,0,11,0.347,50,1
148,1,1,11,0.363,34,1
148,1,1,11,0.282,48,1
148,1,1,11,0.324,55,1
148,0,0,11,0.632,33,1
148,1,1,11,0.304,62,1
148,1,1,11,0.279,53,1
148,0,0,11,0.408,46,1
148,1,1,11,0.268,47,1
148,1,1,11,0.311,43,1
148,0,0,11,0.272,64,1
148,1,1,9,0.614,28,1
148,1,1,6,0.662,35,1
148,1,1,11,0.431,51,1
148,0,0,7,0.648,63,1
148,0,0,11,0.463,70,1
148,1,1,11,0.34,57,1
148,1,1,11,0.312,62,1
148,1,1,11,0.544,25,1
148,0,0,11,0.296,8,1
148,1,1,8,1.199,28,1
148,0,1,8,0.857,9,0
148,1,1,6,1.081,1,1
148,1,1,11,0.255,47,1
148,0,0,11,0.321,59,1
148,0,0,11,2.737,29,1
148,0,0,11,0.354,67,1
148,1,1,9,0.778,21,1
148,0,0,11,0.399,51,1
148,1,0,7,1.174,7,0
148,0,0,11,0.352,31,1
148,1,1,9,0.487,33,1
148,0,1,6,1.169,3,0
148,0,0,11,0.378,30,1
148,1,1,9,0.73,32,1
148,0,0,11,0.186,52,1
148,1,1,11,0.555,65,1
148,0,0,11,0.367,37,1
148,0,0,11,0.295,46,1
148,1,1,5,0.877,18,1
148,0,0,11,0.35,16,1
148,0,0,11,0.311,69,1
148,0,0,4,1.151,27,1
148,1,1,11,0.398,60,1
148,1,1,8,1.11,11,1
148,1,1,11,0.418,50,1
148,0,0,11,0.332,49,1
148,1,1,9,0.406,55,1
148,1,0,11,0.357,15,0
148,0,0,11,0.198,20,1
148,1,1,11,0.399,39,1
148,1,0,5,0.445,4,0
148,0,0,11,0.262,66,1
148,1,1,11,0.382,24,1
148,1,1,11,0.458,13,1
148,1,1,7,0.509,10,1
148,0,0,11,0.422,22,1
148,0,0,11,0.308,45,1
148,1,1,11,0.42,63,1
148,1,1,11,0.375,17,1
148,1,1,9,0.854,35,1
148,0,0,11,0.327,53,1
148,1,1,11,0.317,68,1
148,0,0,11,0.431,58,1
148,1,1,9,0.772,26,1
148,1,1,9,0.615,19,1
148,0,0,11,0.351,34,1
148,0,0,8,0.604,12,1
148,0,0,11,0.335,40,1
148,1,1,11,0.559,42,1
148,0,0,3,0.56,5,1
148,1,1,9,2.452,41,1
148,0,0,11,0.671,36,1
148,1,1,11,1.001,61,1
148,0,0,11,1.464,6,1
148,0,0,11,0.439,56,1
148,1,1,11,0.295,54,1
